file:///D:/documents/Programming/maui/maui-gui/videos/velocityType1.AVI,frame number,time(seconds),xLocation,peak positive(pixels),mean positive(pixels),mean negative(pixels),peak negative(pixels),peak all(pixels), mean all(pixels),peak positive(cm/s),mean positive(cm/s),mean negative(cm/s),peak negative(cm/s),peak all(cm/s),mean all(cm/s)
,219,6.22857,587,27,16,0,0,27,16,14.3617,8.51064,0,0,14.3617,8.51064
,219,6.22857,588,27,17,0,0,27,17,14.3617,9.04255,0,0,14.3617,9.04255
,219,6.22857,589,26,17,0,0,26,17,13.8298,9.04255,0,0,13.8298,9.04255
,219,6.22857,591,98,18,-18,-20,78,0,52.1277,9.57447,-9.57447,-10.6383,41.4894,0
,220,6.25714,587,22,14,0,0,22,14,11.7021,7.44681,0,0,11.7021,7.44681
,220,6.25714,588,22,16,0,0,22,16,11.7021,8.51064,0,0,11.7021,8.51064
,220,6.25714,589,22,15,0,0,22,15,11.7021,7.97872,0,0,11.7021,7.97872
,220,6.25714,591,98,17,-18,-20,78,-1,52.1277,9.04255,-9.57447,-10.6383,41.4894,-0.531915
,221,6.28571,587,22,14,0,0,22,14,11.7021,7.44681,0,0,11.7021,7.44681
,221,6.28571,588,22,14,0,0,22,14,11.7021,7.44681,0,0,11.7021,7.44681
,221,6.28571,589,21,13,0,0,21,13,11.1702,6.91489,0,0,11.1702,6.91489
,221,6.28571,591,98,17,-18,-20,78,-1,52.1277,9.04255,-9.57447,-10.6383,41.4894,-0.531915
,222,6.31429,587,19,12,0,0,19,12,10.1064,6.38298,0,0,10.1064,6.38298
,222,6.31429,588,21,14,0,0,21,14,11.1702,7.44681,0,0,11.1702,7.44681
,222,6.31429,589,22,14,0,0,22,14,11.7021,7.44681,0,0,11.7021,7.44681
,222,6.31429,591,98,17,-18,-20,78,-1,52.1277,9.04255,-9.57447,-10.6383,41.4894,-0.531915
,223,6.34286,587,23,15,0,0,23,15,12.234,7.97872,0,0,12.234,7.97872
,223,6.34286,588,23,15,0,0,23,15,12.234,7.97872,0,0,12.234,7.97872
,223,6.34286,589,25,16,0,0,25,16,13.2979,8.51064,0,0,13.2979,8.51064
,223,6.34286,591,98,20,-18,-20,78,2,52.1277,10.6383,-9.57447,-10.6383,41.4894,1.06383
,224,6.37143,587,28,17,0,0,28,17,14.8936,9.04255,0,0,14.8936,9.04255
,224,6.37143,588,31,20,0,0,31,20,16.4894,10.6383,0,0,16.4894,10.6383
,224,6.37143,589,37,23,0,0,37,23,19.6809,12.234,0,0,19.6809,12.234
,224,6.37143,591,98,47,-18,-20,78,29,52.1277,25,-9.57447,-10.6383,41.4894,15.4255
,225,6.4,587,57,32,0,0,57,32,30.3191,17.0213,0,0,30.3191,17.0213
,225,6.4,588,73,45,0,0,73,45,38.8298,23.9362,0,0,38.8298,23.9362
,225,6.4,589,83,54,0,0,83,54,44.1489,28.7234,0,0,44.1489,28.7234
,225,6.4,591,98,59,-18,-20,78,41,52.1277,31.383,-9.57447,-10.6383,41.4894,21.8085
,226,6.42857,587,89,60,0,0,89,60,47.3404,31.9149,0,0,47.3404,31.9149
,226,6.42857,588,97,63,0,0,97,63,51.5957,33.5106,0,0,51.5957,33.5106
,226,6.42857,589,90,57,0,0,90,57,47.8723,30.3191,0,0,47.8723,30.3191
,226,6.42857,591,98,44,-18,-20,78,26,52.1277,23.4043,-9.57447,-10.6383,41.4894,13.8298
,227,6.45714,587,82,43,0,0,82,43,43.617,22.8723,0,0,43.617,22.8723
,227,6.45714,588,68,35,0,0,68,35,36.1702,18.617,0,0,36.1702,18.617
,227,6.45714,589,64,31,0,0,64,31,34.0426,16.4894,0,0,34.0426,16.4894
,227,6.45714,591,98,29,-18,-20,78,11,52.1277,15.4255,-9.57447,-10.6383,41.4894,5.85106
,228,6.48571,587,57,26,0,0,57,26,30.3191,13.8298,0,0,30.3191,13.8298
,228,6.48571,588,52,25,0,0,52,25,27.6596,13.2979,0,0,27.6596,13.2979
,228,6.48571,589,50,22,0,0,50,22,26.5957,11.7021,0,0,26.5957,11.7021
,228,6.48571,591,98,24,-18,-20,78,6,52.1277,12.766,-9.57447,-10.6383,41.4894,3.19149
,229,6.51429,587,46,22,0,0,46,22,24.4681,11.7021,0,0,24.4681,11.7021
,229,6.51429,588,48,23,0,0,48,23,25.5319,12.234,0,0,25.5319,12.234
,229,6.51429,589,50,26,0,0,50,26,26.5957,13.8298,0,0,26.5957,13.8298
,229,6.51429,591,98,25,-18,-20,78,7,52.1277,13.2979,-9.57447,-10.6383,41.4894,3.7234
,230,6.54286,587,39,23,0,0,39,23,20.7447,12.234,0,0,20.7447,12.234
,230,6.54286,588,41,23,0,0,41,23,21.8085,12.234,0,0,21.8085,12.234
,230,6.54286,589,44,26,0,0,44,26,23.4043,13.8298,0,0,23.4043,13.8298
,230,6.54286,591,98,31,-18,-20,78,13,52.1277,16.4894,-9.57447,-10.6383,41.4894,6.91489
,231,6.57143,587,48,29,0,0,48,29,25.5319,15.4255,0,0,25.5319,15.4255
,231,6.57143,588,48,31,0,0,48,31,25.5319,16.4894,0,0,25.5319,16.4894
,231,6.57143,589,49,31,0,0,49,31,26.0638,16.4894,0,0,26.0638,16.4894
,231,6.57143,591,98,33,-18,-20,78,15,52.1277,17.5532,-9.57447,-10.6383,41.4894,7.97872
,232,6.6,587,50,30,0,0,50,30,26.5957,15.9574,0,0,26.5957,15.9574
,232,6.6,588,53,31,0,0,53,31,28.1915,16.4894,0,0,28.1915,16.4894
,232,6.6,589,52,30,0,0,52,30,27.6596,15.9574,0,0,27.6596,15.9574
,232,6.6,591,98,31,-18,-20,78,13,52.1277,16.4894,-9.57447,-10.6383,41.4894,6.91489
,233,6.62857,587,51,29,0,0,51,29,27.1277,15.4255,0,0,27.1277,15.4255
,233,6.62857,588,47,27,0,0,47,27,25,14.3617,0,0,25,14.3617
,233,6.62857,589,44,26,0,0,44,26,23.4043,13.8298,0,0,23.4043,13.8298
,233,6.62857,591,98,24,-18,-20,78,6,52.1277,12.766,-9.57447,-10.6383,41.4894,3.19149
,234,6.65714,587,33,20,0,0,33,20,17.5532,10.6383,0,0,17.5532,10.6383
,234,6.65714,588,31,18,0,0,31,18,16.4894,9.57447,0,0,16.4894,9.57447
,234,6.65714,589,33,18,0,0,33,18,17.5532,9.57447,0,0,17.5532,9.57447
,234,6.65714,591,98,27,-18,-20,78,9,52.1277,14.3617,-9.57447,-10.6383,41.4894,4.78723
,235,6.68571,587,36,21,0,0,36,21,19.1489,11.1702,0,0,19.1489,11.1702
,235,6.68571,588,41,25,0,0,41,25,21.8085,13.2979,0,0,21.8085,13.2979
,235,6.68571,589,42,26,0,0,42,26,22.3404,13.8298,0,0,22.3404,13.8298
,235,6.68571,591,98,28,-18,-20,78,10,52.1277,14.8936,-9.57447,-10.6383,41.4894,5.31915
,236,6.71429,587,39,25,0,0,39,25,20.7447,13.2979,0,0,20.7447,13.2979
,236,6.71429,588,41,25,0,0,41,25,21.8085,13.2979,0,0,21.8085,13.2979
,236,6.71429,589,42,25,0,0,42,25,22.3404,13.2979,0,0,22.3404,13.2979
,236,6.71429,591,98,28,-18,-20,78,10,52.1277,14.8936,-9.57447,-10.6383,41.4894,5.31915
,237,6.74286,587,41,24,0,0,41,24,21.8085,12.766,0,0,21.8085,12.766
,237,6.74286,588,42,25,0,0,42,25,22.3404,13.2979,0,0,22.3404,13.2979
,237,6.74286,589,39,25,0,0,39,25,20.7447,13.2979,0,0,20.7447,13.2979
,237,6.74286,591,98,23,-18,-20,78,5,52.1277,12.234,-9.57447,-10.6383,41.4894,2.65957
,238,6.77143,587,33,19,0,0,33,19,17.5532,10.1064,0,0,17.5532,10.1064
,238,6.77143,588,36,21,0,0,36,21,19.1489,11.1702,0,0,19.1489,11.1702
,238,6.77143,589,35,21,0,0,35,21,18.617,11.1702,0,0,18.617,11.1702
,238,6.77143,591,98,23,-18,-20,78,5,52.1277,12.234,-9.57447,-10.6383,41.4894,2.65957
,239,6.8,587,33,20,0,0,33,20,17.5532,10.6383,0,0,17.5532,10.6383
,239,6.8,588,33,20,0,0,33,20,17.5532,10.6383,0,0,17.5532,10.6383
,239,6.8,589,33,20,0,0,33,20,17.5532,10.6383,0,0,17.5532,10.6383
,239,6.8,591,98,22,-18,-20,78,4,52.1277,11.7021,-9.57447,-10.6383,41.4894,2.12766
,240,6.82857,587,30,19,0,0,30,19,15.9574,10.1064,0,0,15.9574,10.1064
,240,6.82857,588,29,18,0,0,29,18,15.4255,9.57447,0,0,15.4255,9.57447
,240,6.82857,589,28,16,0,0,28,16,14.8936,8.51064,0,0,14.8936,8.51064
,240,6.82857,591,98,21,-18,-20,78,3,52.1277,11.1702,-9.57447,-10.6383,41.4894,1.59574
,241,6.85714,587,29,18,0,0,29,18,15.4255,9.57447,0,0,15.4255,9.57447
,241,6.85714,588,28,18,0,0,28,18,14.8936,9.57447,0,0,14.8936,9.57447
,241,6.85714,589,29,19,0,0,29,19,15.4255,10.1064,0,0,15.4255,10.1064
,241,6.85714,591,98,20,-18,-20,78,2,52.1277,10.6383,-9.57447,-10.6383,41.4894,1.06383
,242,6.88571,587,28,18,0,0,28,18,14.8936,9.57447,0,0,14.8936,9.57447
,242,6.88571,588,28,18,0,0,28,18,14.8936,9.57447,0,0,14.8936,9.57447
,242,6.88571,589,28,17,0,0,28,17,14.8936,9.04255,0,0,14.8936,9.04255
,242,6.88571,591,98,19,-18,-20,78,1,52.1277,10.1064,-9.57447,-10.6383,41.4894,0.531915
,243,6.91429,587,26,16,0,0,26,16,13.8298,8.51064,0,0,13.8298,8.51064
,243,6.91429,588,29,18,0,0,29,18,15.4255,9.57447,0,0,15.4255,9.57447
,243,6.91429,589,29,18,0,0,29,18,15.4255,9.57447,0,0,15.4255,9.57447
,243,6.91429,591,98,20,-18,-20,78,2,52.1277,10.6383,-9.57447,-10.6383,41.4894,1.06383
,244,6.94286,587,28,17,0,0,28,17,14.8936,9.04255,0,0,14.8936,9.04255
,244,6.94286,588,29,18,0,0,29,18,15.4255,9.57447,0,0,15.4255,9.57447
,244,6.94286,589,29,19,0,0,29,19,15.4255,10.1064,0,0,15.4255,10.1064
,244,6.94286,591,98,20,-18,-20,78,2,52.1277,10.6383,-9.57447,-10.6383,41.4894,1.06383
,245,6.97143,587,28,17,0,0,28,17,14.8936,9.04255,0,0,14.8936,9.04255
,245,6.97143,588,27,17,0,0,27,17,14.3617,9.04255,0,0,14.3617,9.04255
,245,6.97143,589,27,18,0,0,27,18,14.3617,9.57447,0,0,14.3617,9.57447
,245,6.97143,591,98,22,-18,-20,78,4,52.1277,11.7021,-9.57447,-10.6383,41.4894,2.12766
,246,7,587,29,19,0,0,29,19,15.4255,10.1064,0,0,15.4255,10.1064
,246,7,588,30,20,0,0,30,20,15.9574,10.6383,0,0,15.9574,10.6383
,246,7,589,28,19,0,0,28,19,14.8936,10.1064,0,0,14.8936,10.1064
,246,7,591,98,21,-18,-20,78,3,52.1277,11.1702,-9.57447,-10.6383,41.4894,1.59574
,247,7.02857,587,28,18,0,0,28,18,14.8936,9.57447,0,0,14.8936,9.57447
,247,7.02857,588,29,19,0,0,29,19,15.4255,10.1064,0,0,15.4255,10.1064
,247,7.02857,589,30,21,0,0,30,21,15.9574,11.1702,0,0,15.9574,11.1702
,247,7.02857,591,98,22,-18,-20,78,4,52.1277,11.7021,-9.57447,-10.6383,41.4894,2.12766
,248,7.05714,587,29,20,0,0,29,20,15.4255,10.6383,0,0,15.4255,10.6383
,248,7.05714,588,27,18,0,0,27,18,14.3617,9.57447,0,0,14.3617,9.57447
,248,7.05714,589,29,19,0,0,29,19,15.4255,10.1064,0,0,15.4255,10.1064
,248,7.05714,591,98,21,-18,-20,78,3,52.1277,11.1702,-9.57447,-10.6383,41.4894,1.59574
,249,7.08571,587,29,17,0,0,29,17,15.4255,9.04255,0,0,15.4255,9.04255
,249,7.08571,588,29,18,0,0,29,18,15.4255,9.57447,0,0,15.4255,9.57447
,249,7.08571,589,28,18,0,0,28,18,14.8936,9.57447,0,0,14.8936,9.57447
,249,7.08571,591,98,18,-18,-20,78,0,52.1277,9.57447,-9.57447,-10.6383,41.4894,0
,250,7.11429,587,25,15,0,0,25,15,13.2979,7.97872,0,0,13.2979,7.97872
,250,7.11429,588,27,15,0,0,27,15,14.3617,7.97872,0,0,14.3617,7.97872
,250,7.11429,589,27,16,0,0,27,16,14.3617,8.51064,0,0,14.3617,8.51064
,250,7.11429,591,98,19,-18,-20,78,1,52.1277,10.1064,-9.57447,-10.6383,41.4894,0.531915
,251,7.14286,587,26,16,0,0,26,16,13.8298,8.51064,0,0,13.8298,8.51064
,251,7.14286,588,24,15,0,0,24,15,12.766,7.97872,0,0,12.766,7.97872
,251,7.14286,589,24,14,0,0,24,14,12.766,7.44681,0,0,12.766,7.44681
,251,7.14286,591,98,20,-18,-20,78,2,52.1277,10.6383,-9.57447,-10.6383,41.4894,1.06383
,252,7.17143,587,26,17,0,0,26,17,13.8298,9.04255,0,0,13.8298,9.04255
,252,7.17143,588,26,17,0,0,26,17,13.8298,9.04255,0,0,13.8298,9.04255
,252,7.17143,589,26,17,0,0,26,17,13.8298,9.04255,0,0,13.8298,9.04255
,252,7.17143,591,98,20,-18,-20,78,2,52.1277,10.6383,-9.57447,-10.6383,41.4894,1.06383
,253,7.2,587,26,17,0,0,26,17,13.8298,9.04255,0,0,13.8298,9.04255
,253,7.2,588,25,17,0,0,25,17,13.2979,9.04255,0,0,13.2979,9.04255
,253,7.2,589,24,18,0,0,24,18,12.766,9.57447,0,0,12.766,9.57447
,253,7.2,591,98,19,-18,-20,78,1,52.1277,10.1064,-9.57447,-10.6383,41.4894,0.531915
,254,7.22857,587,24,16,0,0,24,16,12.766,8.51064,0,0,12.766,8.51064
,254,7.22857,588,22,14,0,0,22,14,11.7021,7.44681,0,0,11.7021,7.44681
,254,7.22857,589,22,14,0,0,22,14,11.7021,7.44681,0,0,11.7021,7.44681
,254,7.22857,591,98,18,-18,-20,78,0,52.1277,9.57447,-9.57447,-10.6383,41.4894,0
,255,7.25714,587,21,14,0,0,21,14,11.1702,7.44681,0,0,11.1702,7.44681
,255,7.25714,588,21,13,0,0,21,13,11.1702,6.91489,0,0,11.1702,6.91489
,255,7.25714,589,22,14,0,0,22,14,11.7021,7.44681,0,0,11.7021,7.44681
,255,7.25714,591,98,16,-18,-20,78,-2,52.1277,8.51064,-9.57447,-10.6383,41.4894,-1.06383
,256,7.28571,587,21,14,0,0,21,14,11.1702,7.44681,0,0,11.1702,7.44681
,256,7.28571,588,20,12,0,0,20,12,10.6383,6.38298,0,0,10.6383,6.38298
,256,7.28571,589,21,14,0,0,21,14,11.1702,7.44681,0,0,11.1702,7.44681
,256,7.28571,591,98,17,-18,-20,78,-1,52.1277,9.04255,-9.57447,-10.6383,41.4894,-0.531915
,257,7.31429,587,21,13,0,0,21,13,11.1702,6.91489,0,0,11.1702,6.91489
,257,7.31429,588,22,14,0,0,22,14,11.7021,7.44681,0,0,11.7021,7.44681
,257,7.31429,589,23,15,0,0,23,15,12.234,7.97872,0,0,12.234,7.97872
,257,7.31429,591,98,19,-18,-20,78,1,52.1277,10.1064,-9.57447,-10.6383,41.4894,0.531915
,258,7.34286,587,24,15,0,0,24,15,12.766,7.97872,0,0,12.766,7.97872
,258,7.34286,588,24,15,0,0,24,15,12.766,7.97872,0,0,12.766,7.97872
,258,7.34286,589,31,17,0,0,31,17,16.4894,9.04255,0,0,16.4894,9.04255
,258,7.34286,591,98,34,-18,-20,78,16,52.1277,18.0851,-9.57447,-10.6383,41.4894,8.51064
,259,7.37143,587,51,32,0,0,51,32,27.1277,17.0213,0,0,27.1277,17.0213
,259,7.37143,588,61,41,0,0,61,41,32.4468,21.8085,0,0,32.4468,21.8085
,259,7.37143,589,79,51,0,0,79,51,42.0213,27.1277,0,0,42.0213,27.1277
,259,7.37143,591,98,59,-18,-20,78,41,52.1277,31.383,-9.57447,-10.6383,41.4894,21.8085
,260,7.4,587,82,57,0,0,82,57,43.617,30.3191,0,0,43.617,30.3191
,260,7.4,588,91,60,0,0,91,60,48.4043,31.9149,0,0,48.4043,31.9149
,260,7.4,589,93,68,0,0,93,68,49.4681,36.1702,0,0,49.4681,36.1702
,260,7.4,591,98,53,-18,-20,78,35,52.1277,28.1915,-9.57447,-10.6383,41.4894,18.617
,261,7.42857,587,90,53,0,0,90,53,47.8723,28.1915,0,0,47.8723,28.1915
,261,7.42857,588,88,47,0,0,88,47,46.8085,25,0,0,46.8085,25
,261,7.42857,589,76,39,0,0,76,39,40.4255,20.7447,0,0,40.4255,20.7447
,261,7.42857,591,98,37,-18,-20,78,19,52.1277,19.6809,-9.57447,-10.6383,41.4894,10.1064
,262,7.45714,587,66,32,0,0,66,32,35.1064,17.0213,0,0,35.1064,17.0213
,262,7.45714,588,53,26,0,0,53,26,28.1915,13.8298,0,0,28.1915,13.8298
,262,7.45714,589,51,28,0,0,51,28,27.1277,14.8936,0,0,27.1277,14.8936
,262,7.45714,591,98,26,-18,-20,78,8,52.1277,13.8298,-9.57447,-10.6383,41.4894,4.25532
,263,7.48571,587,46,26,0,0,46,26,24.4681,13.8298,0,0,24.4681,13.8298
,263,7.48571,588,45,23,0,0,45,23,23.9362,12.234,0,0,23.9362,12.234
,263,7.48571,589,45,24,0,0,45,24,23.9362,12.766,0,0,23.9362,12.766
,263,7.48571,591,98,29,-18,-20,78,11,52.1277,15.4255,-9.57447,-10.6383,41.4894,5.85106
,264,7.51429,587,45,26,0,0,45,26,23.9362,13.8298,0,0,23.9362,13.8298
,264,7.51429,588,42,26,0,0,42,26,22.3404,13.8298,0,0,22.3404,13.8298
,264,7.51429,589,41,24,-5,-7,34,19,21.8085,12.766,-2.65957,-3.7234,18.0851,10.1064
,264,7.51429,591,98,28,-18,-20,78,10,52.1277,14.8936,-9.57447,-10.6383,41.4894,5.31915
,265,7.54286,587,42,24,0,0,42,24,22.3404,12.766,0,0,22.3404,12.766
,265,7.54286,588,47,26,0,0,47,26,25,13.8298,0,0,25,13.8298
,265,7.54286,589,45,27,0,0,45,27,23.9362,14.3617,0,0,23.9362,14.3617
,265,7.54286,591,98,32,-18,-20,78,14,52.1277,17.0213,-9.57447,-10.6383,41.4894,7.44681
,266,7.57143,587,50,30,0,0,50,30,26.5957,15.9574,0,0,26.5957,15.9574
,266,7.57143,588,48,29,0,0,48,29,25.5319,15.4255,0,0,25.5319,15.4255
,266,7.57143,589,48,26,0,0,48,26,25.5319,13.8298,0,0,25.5319,13.8298
,266,7.57143,591,98,30,-18,-20,78,12,52.1277,15.9574,-9.57447,-10.6383,41.4894,6.38298
,267,7.6,587,48,28,0,0,48,28,25.5319,14.8936,0,0,25.5319,14.8936
,267,7.6,588,48,28,0,0,48,28,25.5319,14.8936,0,0,25.5319,14.8936
,267,7.6,589,43,26,0,0,43,26,22.8723,13.8298,0,0,22.8723,13.8298
,267,7.6,591,98,24,-18,-20,78,6,52.1277,12.766,-9.57447,-10.6383,41.4894,3.19149
,268,7.62857,587,38,20,0,0,38,20,20.2128,10.6383,0,0,20.2128,10.6383
,268,7.62857,588,32,20,0,0,32,20,17.0213,10.6383,0,0,17.0213,10.6383
,268,7.62857,589,30,18,0,0,30,18,15.9574,9.57447,0,0,15.9574,9.57447
,268,7.62857,591,98,25,-18,-20,78,7,52.1277,13.2979,-9.57447,-10.6383,41.4894,3.7234
,269,7.65714,587,37,22,0,0,37,22,19.6809,11.7021,0,0,19.6809,11.7021
,269,7.65714,588,42,25,0,0,42,25,22.3404,13.2979,0,0,22.3404,13.2979
,269,7.65714,589,42,24,0,0,42,24,22.3404,12.766,0,0,22.3404,12.766
,269,7.65714,591,98,28,-18,-20,78,10,52.1277,14.8936,-9.57447,-10.6383,41.4894,5.31915
,270,7.68571,587,39,22,0,0,39,22,20.7447,11.7021,0,0,20.7447,11.7021
,270,7.68571,588,40,25,0,0,40,25,21.2766,13.2979,0,0,21.2766,13.2979
,270,7.68571,589,41,26,0,0,41,26,21.8085,13.8298,0,0,21.8085,13.8298
,270,7.68571,591,98,26,-18,-20,78,8,52.1277,13.8298,-9.57447,-10.6383,41.4894,4.25532
,271,7.71429,587,39,23,0,0,39,23,20.7447,12.234,0,0,20.7447,12.234
,271,7.71429,588,39,24,0,0,39,24,20.7447,12.766,0,0,20.7447,12.766
,271,7.71429,589,35,22,0,0,35,22,18.617,11.7021,0,0,18.617,11.7021
,271,7.71429,591,98,23,-18,-20,78,5,52.1277,12.234,-9.57447,-10.6383,41.4894,2.65957
,272,7.74286,587,32,20,0,0,32,20,17.0213,10.6383,0,0,17.0213,10.6383
,272,7.74286,588,31,20,0,0,31,20,16.4894,10.6383,0,0,16.4894,10.6383
,272,7.74286,589,32,20,0,0,32,20,17.0213,10.6383,0,0,17.0213,10.6383
,272,7.74286,591,98,23,-18,-20,78,5,52.1277,12.234,-9.57447,-10.6383,41.4894,2.65957
,273,7.77143,587,32,21,0,0,32,21,17.0213,11.1702,0,0,17.0213,11.1702
,273,7.77143,588,32,20,0,0,32,20,17.0213,10.6383,0,0,17.0213,10.6383
,273,7.77143,589,29,18,0,0,29,18,15.4255,9.57447,0,0,15.4255,9.57447
,273,7.77143,591,98,21,-18,-20,78,3,52.1277,11.1702,-9.57447,-10.6383,41.4894,1.59574
,274,7.8,587,29,18,0,0,29,18,15.4255,9.57447,0,0,15.4255,9.57447
,274,7.8,588,28,18,0,0,28,18,14.8936,9.57447,0,0,14.8936,9.57447
,274,7.8,589,27,19,0,0,27,19,14.3617,10.1064,0,0,14.3617,10.1064
,274,7.8,591,98,19,-18,-20,78,1,52.1277,10.1064,-9.57447,-10.6383,41.4894,0.531915
,275,7.82857,587,26,16,0,0,26,16,13.8298,8.51064,0,0,13.8298,8.51064
,275,7.82857,588,24,15,0,0,24,15,12.766,7.97872,0,0,12.766,7.97872
,275,7.82857,589,24,16,0,0,24,16,12.766,8.51064,0,0,12.766,8.51064
,275,7.82857,591,98,19,-18,-20,78,1,52.1277,10.1064,-9.57447,-10.6383,41.4894,0.531915
,276,7.85714,587,25,16,0,0,25,16,13.2979,8.51064,0,0,13.2979,8.51064
,276,7.85714,588,25,15,0,0,25,15,13.2979,7.97872,0,0,13.2979,7.97872
,276,7.85714,589,24,15,0,0,24,15,12.766,7.97872,0,0,12.766,7.97872
,276,7.85714,591,98,20,-18,-20,78,2,52.1277,10.6383,-9.57447,-10.6383,41.4894,1.06383
,277,7.88571,587,25,17,0,0,25,17,13.2979,9.04255,0,0,13.2979,9.04255
,277,7.88571,588,25,16,0,0,25,16,13.2979,8.51064,0,0,13.2979,8.51064
,277,7.88571,589,26,16,0,0,26,16,13.8298,8.51064,0,0,13.8298,8.51064
,277,7.88571,591,98,20,-18,-20,78,2,52.1277,10.6383,-9.57447,-10.6383,41.4894,1.06383
,278,7.91429,587,27,17,0,0,27,17,14.3617,9.04255,0,0,14.3617,9.04255
,278,7.91429,588,27,18,0,0,27,18,14.3617,9.57447,0,0,14.3617,9.57447
,278,7.91429,589,26,17,0,0,26,17,13.8298,9.04255,0,0,13.8298,9.04255
,278,7.91429,591,98,19,-18,-20,78,1,52.1277,10.1064,-9.57447,-10.6383,41.4894,0.531915
,279,7.94286,587,25,17,0,0,25,17,13.2979,9.04255,0,0,13.2979,9.04255
,279,7.94286,588,25,16,0,0,25,16,13.2979,8.51064,0,0,13.2979,8.51064
,279,7.94286,589,24,16,0,0,24,16,12.766,8.51064,0,0,12.766,8.51064
,279,7.94286,591,98,21,-18,-20,78,3,52.1277,11.1702,-9.57447,-10.6383,41.4894,1.59574
,280,7.97143,587,28,18,0,0,28,18,14.8936,9.57447,0,0,14.8936,9.57447
,280,7.97143,588,29,18,0,0,29,18,15.4255,9.57447,0,0,15.4255,9.57447
,280,7.97143,589,29,18,0,0,29,18,15.4255,9.57447,0,0,15.4255,9.57447
,280,7.97143,591,98,20,-18,-20,78,2,52.1277,10.6383,-9.57447,-10.6383,41.4894,1.06383
,281,8,587,28,17,0,0,28,17,14.8936,9.04255,0,0,14.8936,9.04255
,281,8,588,28,16,0,0,28,16,14.8936,8.51064,0,0,14.8936,8.51064
,281,8,589,27,17,0,0,27,17,14.3617,9.04255,0,0,14.3617,9.04255
,281,8,591,98,20,-18,-20,78,2,52.1277,10.6383,-9.57447,-10.6383,41.4894,1.06383
,282,8.02857,587,26,17,0,0,26,17,13.8298,9.04255,0,0,13.8298,9.04255
,282,8.02857,588,26,17,0,0,26,17,13.8298,9.04255,0,0,13.8298,9.04255
,282,8.02857,589,24,16,0,0,24,16,12.766,8.51064,0,0,12.766,8.51064
,282,8.02857,591,98,19,-18,-20,78,1,52.1277,10.1064,-9.57447,-10.6383,41.4894,0.531915
,283,8.05714,587,24,16,0,0,24,16,12.766,8.51064,0,0,12.766,8.51064
,283,8.05714,588,23,15,0,0,23,15,12.234,7.97872,0,0,12.234,7.97872
,283,8.05714,589,23,15,0,0,23,15,12.234,7.97872,0,0,12.234,7.97872
,283,8.05714,591,98,19,-18,-20,78,1,52.1277,10.1064,-9.57447,-10.6383,41.4894,0.531915
,284,8.08571,587,24,15,0,0,24,15,12.766,7.97872,0,0,12.766,7.97872
,284,8.08571,588,24,15,0,0,24,15,12.766,7.97872,0,0,12.766,7.97872
,284,8.08571,589,24,15,0,0,24,15,12.766,7.97872,0,0,12.766,7.97872
,284,8.08571,591,98,19,-18,-20,78,1,52.1277,10.1064,-9.57447,-10.6383,41.4894,0.531915
,285,8.11429,587,23,16,0,0,23,16,12.234,8.51064,0,0,12.234,8.51064
,285,8.11429,588,23,16,0,0,23,16,12.234,8.51064,0,0,12.234,8.51064
,285,8.11429,589,24,15,0,0,24,15,12.766,7.97872,0,0,12.766,7.97872
,285,8.11429,591,98,17,-18,-20,78,-1,52.1277,9.04255,-9.57447,-10.6383,41.4894,-0.531915
,286,8.14286,587,22,14,0,0,22,14,11.7021,7.44681,0,0,11.7021,7.44681
,286,8.14286,588,21,13,0,0,21,13,11.1702,6.91489,0,0,11.1702,6.91489
,286,8.14286,589,21,14,0,0,21,14,11.1702,7.44681,0,0,11.1702,7.44681
,286,8.14286,591,98,17,-18,-20,78,-1,52.1277,9.04255,-9.57447,-10.6383,41.4894,-0.531915
,287,8.17143,587,19,13,0,0,19,13,10.1064,6.91489,0,0,10.1064,6.91489
,287,8.17143,588,21,15,0,0,21,15,11.1702,7.97872,0,0,11.1702,7.97872
,287,8.17143,589,21,14,0,0,21,14,11.1702,7.44681,0,0,11.1702,7.44681
,287,8.17143,591,98,17,-18,-20,78,-1,52.1277,9.04255,-9.57447,-10.6383,41.4894,-0.531915
,288,8.2,587,22,14,0,0,22,14,11.7021,7.44681,0,0,11.7021,7.44681
,288,8.2,588,21,14,0,0,21,14,11.1702,7.44681,0,0,11.1702,7.44681
,288,8.2,589,21,13,0,0,21,13,11.1702,6.91489,0,0,11.1702,6.91489
,288,8.2,591,98,17,-18,-20,78,-1,52.1277,9.04255,-9.57447,-10.6383,41.4894,-0.531915
,289,8.22857,587,19,13,0,0,19,13,10.1064,6.91489,0,0,10.1064,6.91489
,289,8.22857,588,17,11,0,0,17,11,9.04255,5.85106,0,0,9.04255,5.85106
,289,8.22857,589,18,12,0,0,18,12,9.57447,6.38298,0,0,9.57447,6.38298
,289,8.22857,591,98,16,-18,-20,78,-2,52.1277,8.51064,-9.57447,-10.6383,41.4894,-1.06383
,290,8.25714,587,19,13,0,0,19,13,10.1064,6.91489,0,0,10.1064,6.91489
,290,8.25714,588,18,12,0,0,18,12,9.57447,6.38298,0,0,9.57447,6.38298
,290,8.25714,589,16,11,0,0,16,11,8.51064,5.85106,0,0,8.51064,5.85106
,290,8.25714,591,98,15,-18,-20,78,-3,52.1277,7.97872,-9.57447,-10.6383,41.4894,-1.59574
